ticker,original
CLH,NYSE:CLH
RNR,NYSE:RNR
BJ,NYSE:BJ
ALLY,NYSE:ALLY
MANH,NasdaqGS:MANH
BEPC,NYSE:BEPC
OHI,NYSE:OHI
AMH,NYSE:AMH
IWN,ARCA:IWN
UDR,NYSE:UDR
CDE,NYSE:CDE
ATRL.TO,TSX:ATRL
ELS,NYSE:ELS
BXP,NYSE:BXP
SPTL,ARCA:SPTL
DFAI,ARCA:DFAI
VTRS,NasdaqGS:VTRS
HIMS,NYSE:HIMS
ITA,BATS:ITA
MBLY,NasdaqGS:MBLY
DRS,NasdaqGS:DRS
SCI,NYSE:SCI
RBC,NYSE:RBC
DFAT,ARCA:DFAT
SWK,NYSE:SWK
CACI,NYSE:CACI
HDV,ARCA:HDV
DTM,NYSE:DTM
HST,NasdaqGS:HST
ESGV,BATS:ESGV
OC,NYSE:OC
SPTM,ARCA:SPTM
POOL,NasdaqGS:POOL
SJM,NYSE:SJM
SCHR,ARCA:SCHR
DFAS,ARCA:DFAS
NOBL,BATS:NOBL
PAG,NYSE:PAG
SCHE,ARCA:SCHE
W,NYSE:W
FHN,NYSE:FHN
LITE,NasdaqGS:LITE
SWKS,NasdaqGS:SWKS
NXT,NasdaqGS:NXT
SF,NYSE:SF
SCHO,ARCA:SCHO
GME,NYSE:GME
PAYC,NYSE:PAYC
IAGG,BATS:IAGG
ATI,NYSE:ATI
QBTS,NYSE:QBTS
BLD,NYSE:BLD
HII,NYSE:HII
CIBR,NasdaqGM:CIBR
GL,NYSE:GL
CPT,NYSE:CPT
MLI,NYSE:MLI
AKAM,NasdaqGS:AKAM
AIZ,NYSE:AIZ
CCK,NYSE:CCK
MRNA,NasdaqGS:MRNA
NCLH,NYSE:NCLH
TXRH,NasdaqGS:TXRH
WTRG,NYSE:WTRG
ROIV,NasdaqGS:ROIV
WMS,NYSE:WMS
IONS,NasdaqGS:IONS
XLG,ARCA:XLG
ARX.TO,TSX:ARX
MOS,NYSE:MOS
SCZ,NasdaqGM:SCZ
MOH,NYSE:MOH
PCOR,NYSE:PCOR
RVTY,NYSE:RVTY
DAY,NYSE:DAY
KNSL,NYSE:KNSL
DFIC,BATS:DFIC
EXEL,NasdaqGS:EXEL
XEF.TO,TSX:XEF
PNW,NYSE:PNW
SPIB,ARCA:SPIB
RMBS,NasdaqGS:RMBS
EXAS,NasdaqCM:EXAS
IVZ,NYSE:IVZ
AYI,NYSE:AYI
FDS,NYSE:FDS
BMRN,NasdaqGS:BMRN
HAS,NasdaqGS:HAS
JKHY,NasdaqGS:JKHY
STRL,NasdaqGS:STRL
IAG.TO,TSX:IAG
X.TO,TSX:X
OWL,NYSE:OWL
SEIC,NasdaqGS:SEIC
EFN.TO,TSX:EFN
WLK,NYSE:WLK
ORI,NYSE:ORI
WCC,NYSE:WCC
COKE,NasdaqGS:COKE
AGNC,NasdaqGS:AGNC
FRHC,NasdaqCM:FRHC
ESGD,NasdaqGM:ESGD
ALB,NYSE:ALB
AES,NYSE:AES
CR,NYSE:CR
SFM,NasdaqGS:SFM
OVV,NYSE:OVV
AR,NYSE:AR
MGV,ARCA:MGV
AOS,NYSE:AOS
ELAN,NYSE:ELAN
ARMK,NYSE:ARMK
AMLP,ARCA:AMLP
UHAL,NYSE:UHAL
EDV.TO,TSX:EDV
QGEN,NYSE:QGEN
TSLL,NasdaqGM:TSLL
BMNR,NYSEAM:BMNR
BBIO,NasdaqGS:BBIO
SUB,ARCA:SUB
CART,NasdaqGS:CART
SSB,NYSE:SSB
ENSG,NasdaqGS:ENSG
VGLT,NasdaqGM:VGLT
VSS,ARCA:VSS
PEN,NYSE:PEN
SAP.TO,TSX:SAP
QLD,ARCA:QLD
CNM,NYSE:CNM
LSCC,NasdaqGS:LSCC
AUR,NasdaqGS:AUR
KWEB,ARCA:KWEB
DAXX.F,OTCPK:DAXX.F
WBS,NYSE:WBS
EFG,BATS:EFG
VUN.TO,TSX:VUN
MDGL,NasdaqGS:MDGL
DUHP,ARCA:DUHP
AVDE,ARCA:AVDE
AVUS,ARCA:AVUS
REXR,NYSE:REXR
ALV,NYSE:ALV
RRX,NYSE:RRX
TECH,NasdaqGS:TECH
IGV,BATS:IGV
AIT,NYSE:AIT
AVTR,NYSE:AVTR
CCL.B.TO,TSX:CCL.B
ACI,NYSE:ACI
GNRC,NYSE:GNRC
IPG,NYSE:IPG
BWA,NYSE:BWA
LEVI,NYSE:LEVI
PPC,NasdaqGS:PPC
DINO,NYSE:DINO
PAVE,BATS:PAVE
DFAX,ARCA:DFAX
DDS,NYSE:DDS
PVF.UN.TO,TSXV:PVF.UN
KRMN,NYSE:KRMN
XSP.TO,TSX:XSP
ALGN,NasdaqGS:ALGN
DCI,NYSE:DCI
NVMI,NasdaqGS:NVMI
DFAU,ARCA:DFAU
FIGR,NasdaqGS:FIGR
MORN,NasdaqGS:MORN
VDE,ARCA:VDE
CPB,NasdaqGS:CPB
VPU,ARCA:VPU
SPHY,ARCA:SPHY
MTSI,NasdaqGS:MTSI
PEGA,NasdaqGS:PEGA
LINE,NasdaqGS:LINE
BLSH,NYSE:BLSH
OTEX,NasdaqGS:OTEX
MNDY,NasdaqGS:MNDY
WAL,NYSE:WAL
TTAN,NasdaqGS:TTAN
WTS,NYSE:WTS
SPXC,NYSE:SPXC
DVA,NYSE:DVA
IGM,ARCA:IGM
FYBR,NasdaqGS:FYBR
PSN,NYSE:PSN
ALA.TO,TSX:ALA
PR,NYSE:PR
SPTI,ARCA:SPTI
CORT,NasdaqCM:CORT
CUBE,NYSE:CUBE
WCP.TO,TSX:WCP
SCHI,ARCA:SCHI
MKSI,NasdaqGS:MKSI
FVD,ARCA:FVD
LBRD.K,NasdaqGS:LBRD.K
OGE,NYSE:OGE
MGM,NYSE:MGM
ARKK,BATS:ARKK
CAE.TO,TSX:CAE
INDA,BATS:INDA
SFD,NasdaqGS:SFD
TAP,NYSE:TAP
PSLV,ARCA:PSLV
CAG,NYSE:CAG
AM,NYSE:AM
XP,NasdaqGS:XP
IJK,ARCA:IJK
EGP,NYSE:EGP
ZCN.TO,TSX:ZCN
RRC,NYSE:RRC
ESTC,NYSE:ESTC
GIL.TO,TSX:GIL
PBUS,BATS:PBUS
TIH.TO,TSX:TIH
UMBF,NasdaqGS:UMBF
CMA,NYSE:CMA
NYT,NYSE:NYT
SCHZ,ARCA:SCHZ
JIRE,ARCA:JIRE
DOX,NasdaqGS:DOX
VIGI,NasdaqGM:VIGI
PRI,NYSE:PRI
ONEQ,NasdaqGM:ONEQ
GTLS,NYSE:GTLS
QS,NYSE:QS
BBCA,BATS:BBCA
MMYT,NasdaqGS:MMYT
FNDA,ARCA:FNDA
SDVY,NasdaqGM:SDVY
APPF,NasdaqGM:APPF
WFHG,OTCPK:WFHG
LYFT,NasdaqGS:LYFT
CAI,NasdaqGS:CAI
AA,NYSE:AA
SARO,NYSE:SARO
FLOT,BATS:FLOT
TTEK,NasdaqGS:TTEK
NTSK,NasdaqGS:NTSK
TOI.TO,TSXV:TOI
APA,NasdaqGS:APA
ATR,NYSE:ATR
LW,NYSE:LW
IDCC,NasdaqGS:IDCC
RVMD,NasdaqGS:RVMD
WTFC,NasdaqGS:WTFC
CRL,NYSE:CRL
IGM.TO,TSX:IGM
ONB,NasdaqGS:ONB
SPAB,ARCA:SPAB
QRVO,NasdaqGS:QRVO
TPG,NasdaqGS:TPG
FIVE,NasdaqGS:FIVE
FSV.TO,TSX:FSV
MGC,ARCA:MGC
PCTY,NasdaqGS:PCTY
MCHI,NasdaqGM:MCHI
EPAM,NYSE:EPAM
FRT,NYSE:FRT
AWI,NYSE:AWI
BPOP,NasdaqGS:BPOP
GDXJ,ARCA:GDXJ
FTCS,NasdaqGM:FTCS
BIRK,NYSE:BIRK
JAZZ,NasdaqGS:JAZZ
AN,NYSE:AN
RGC,NasdaqCM:RGC
WIX,NasdaqGS:WIX
PLNT,NYSE:PLNT
IGF,NasdaqGM:IGF
OSK,NYSE:OSK
ZION,NasdaqGS:ZION
SCHH,ARCA:SCHH
ZAG.TO,TSX:ZAG
RGEN,NasdaqGS:RGEN
VCN.TO,TSX:VCN
AVLV,ARCA:AVLV
PRF,ARCA:PRF
DY,NYSE:DY
VLUE,BATS:VLUE
EQX.TO,TSX:EQX
MTCH,NasdaqGS:MTCH
PRMB,NYSE:PRMB
JNK,ARCA:JNK
LLYV.K,NasdaqGS:LLYV.K
BRX,NYSE:BRX
LAD,NYSE:LAD
DBEF,ARCA:DBEF
EMP.A.TO,TSX:EMP.A
DFCF,ARCA:DFCF
GMED,NYSE:GMED
BIO,NYSE:BIO
QYLD,NasdaqGM:QYLD
CFR,NYSE:CFR
TSEM,NasdaqGS:TSEM
HSIC,NasdaqGS:HSIC
BOXX,BATS:BOXX
AGCO,NYSE:AGCO
PYLD,ARCA:PYLD
EZU,BATS:EZU
NNN,NYSE:NNN
DSG.TO,TSX:DSG
LKQ,NasdaqGS:LKQ
HALO,NasdaqGS:HALO
OLLI,NasdaqGM:OLLI
IJJ,ARCA:IJJ
TIGO,NasdaqGS:TIGO
ICL,NYSE:ICL
MHK,NYSE:MHK
AAON,NasdaqGS:AAON
CVLT,NasdaqGS:CVLT
SPSB,ARCA:SPSB
SITM,NasdaqGM:SITM
GAP,NYSE:GAP
NFG,NYSE:NFG
MASI,NasdaqGS:MASI
ELF,NYSE:ELF
HL,NYSE:HL
ZEA.TO,TSX:ZEA
NEU,NYSE:NEU
DBX,NasdaqGS:DBX
FND,NYSE:FND
CTRE,NYSE:CTRE
CIGI.TO,TSX:CIGI
COLB,NasdaqGS:COLB
SAIA,NasdaqGS:SAIA
SRAD,NasdaqGS:SRAD
CBSH,NasdaqGS:CBSH
R,NYSE:R
XLRE,ARCA:XLRE
VNO,NYSE:VNO
FNDE,ARCA:FNDE
ZWS,NYSE:ZWS
SIRI,NasdaqGS:SIRI
GH,NasdaqGS:GH
GTLB,NasdaqGS:GTLB
ADC,NYSE:ADC
SPLV,ARCA:SPLV
LNC,NYSE:LNC
VMI,NYSE:VMI
JGRO,ARCA:JGRO
SSO,ARCA:SSO
CGNX,NasdaqGS:CGNX
KVYO,NYSE:KVYO
LMN.TO,TSXV:LMN
CHYM,NasdaqGS:CHYM
INGR,NYSE:INGR
VCLT,NasdaqGM:VCLT
MOD,NYSE:MOD
KEY.TO,TSX:KEY
VFS,NasdaqGS:VFS
FDN,ARCA:FDN
CPX.TO,TSX:CPX
XEQT.TO,TSX:XEQT
AAL,NasdaqGS:AAL
IMG.TO,TSX:IMG
BUFR,BATS:BUFR
HQY,NasdaqGS:HQY
MUSA,NYSE:MUSA
EXP,NYSE:EXP
LCID,NasdaqGS:LCID
IESC,NasdaqGM:IESC
INFA,NYSE:INFA
CGGO,ARCA:CGGO
CU.TO,TSX:CU
TFII.TO,TSX:TFII
JBTM,NYSE:JBTM
TTC,NYSE:TTC
PDI,NYSE:PDI
CGUS,ARCA:CGUS
ACHR,NYSE:ACHR
SHYG,ARCA:SHYG
IOO,ARCA:IOO
OR.TO,TSX:OR
QBR.A.TO,TSX:QBR.A
RYAN,NYSE:RYAN
SPYD,ARCA:SPYD
PRIM,NYSE:PRIM
AXS,NYSE:AXS
WAY,NasdaqGS:WAY
JQUA,ARCA:JQUA
LOAR,NYSE:LOAR
CAVA,NYSE:CAVA
JGLO,NasdaqGM:JGLO
EMN,NYSE:EMN
CGG.TO,TSX:CGG
SOUN,NasdaqGM:SOUN
AMKR,NasdaqGS:AMKR
ADT,NYSE:ADT
XUS.TO,TSX:XUS
VOYA,NYSE:VOYA
APLD,NasdaqGS:APLD
JXN,NYSE:JXN
ALSN,NYSE:ALSN
CEF.TO,TSX:CEF
VDC,ARCA:VDC
BOKF,NasdaqGS:BOKF
FSS,NYSE:FSS
RIOT,NasdaqCM:RIOT
PNFP,NasdaqGS:PNFP
G,NYSE:G
ETSY,NasdaqGS:ETSY
FDVV,ARCA:FDVV
IDA,NYSE:IDA
MRUS,NasdaqGM:MRUS
ESAB,NYSE:ESAB
STWD,NYSE:STWD
SSD,NYSE:SSD
AL,NYSE:AL
JHG,NYSE:JHG
SGHC,NYSE:SGHC
STVN,NYSE:STVN
FXI,ARCA:FXI
LNW,NasdaqGS:LNW
ROAD,NasdaqGS:ROAD
DFAE,ARCA:DFAE
ONTO,NYSE:ONTO
CADE,NYSE:CADE
WING,NasdaqGS:WING
MIDD,NasdaqGS:MIDD
SYM,NasdaqGM:SYM
BULL,NasdaqCM:BULL
UGI,NYSE:UGI
CFLT,NasdaqGS:CFLT
KD,NYSE:KD
ACWX,NasdaqGM:ACWX
FLR,NYSE:FLR
MARA,NasdaqCM:MARA
SRLN,ARCA:SRLN
JCPB,BATS:JCPB
EXLS,NasdaqGS:EXLS
VONE,NasdaqGM:VONE
BYD,NYSE:BYD
AMG,NYSE:AMG
FLS,NYSE:FLS
CS.TO,TSX:CS
AHR,NYSE:AHR
PATH,NYSE:PATH
ATZ.TO,TSX:ATZ
FR,NYSE:FR
OLED,NasdaqGS:OLED
QMMM,NasdaqCM:QMMM
DLB,NYSE:DLB
VIS,ARCA:VIS
CYTK,NasdaqGS:CYTK
KMX,NYSE:KMX
MSA,NYSE:MSA
IEUR,ARCA:IEUR
RWL,ARCA:RWL
STAG,NYSE:STAG
SNV,NYSE:SNV
IJS,ARCA:IJS
RNA,NasdaqGM:RNA
CTC.A.TO,TSX:CTC.A
FCFS,NasdaqGS:FCFS
LUMN,NYSE:LUMN
CHDN,NasdaqGS:CHDN
KNX,NYSE:KNX
PPA,ARCA:PPA
BTO.TO,TSX:BTO
TMHC,NYSE:TMHC
EWT,ARCA:EWT
BKLN,ARCA:BKLN
OTF,NYSE:OTF
OMF,NYSE:OMF
VEQT.TO,TSX:VEQT
VRNS,NasdaqGS:VRNS
GTES,NYSE:GTES
HRB,NYSE:HRB
VNOM,NasdaqGS:VNOM
MOG.A,NYSE:MOG.A
IBP,NYSE:IBP
RYTM,NasdaqGM:RYTM
THG,NYSE:THG
TFLO,ARCA:TFLO
CMC,NYSE:CMC
AEIS,NasdaqGS:AEIS
FAF,NYSE:FAF
URBN,NasdaqGS:URBN
HEFA,BATS:HEFA
CRUS,NasdaqGS:CRUS
ESI,NYSE:ESI
OBDC,NYSE:OBDC
DFEM,ARCA:DFEM
CHE,NYSE:CHE
JMBS,ARCA:JMBS
VCR,ARCA:VCR
LFUS,NasdaqGS:LFUS
BROS,NYSE:BROS
REZI,NYSE:REZI
SGOL,ARCA:SGOL
IXN,ARCA:IXN
SPMB,ARCA:SPMB
MKTX,NasdaqGS:MKTX
PFSI,NYSE:PFSI
ICSH,BATS:ICSH
FBIN,NYSE:FBIN
ABTC,NasdaqCM:ABTC
MTG,NYSE:MTG
GBIL,ARCA:GBIL
GLXY,NasdaqGS:GLXY
AMTM,NYSE:AMTM
CLF,NYSE:CLF
IJT,NasdaqGM:IJT
LPX,NYSE:LPX
HR,NYSE:HR
CRK,NYSE:CRK
GATX,NYSE:GATX
ARW,NYSE:ARW
LEU,NYSEAM:LEU
PB,NYSE:PB
SMTC,NasdaqGS:SMTC
IBB,NasdaqGM:IBB
STUB,NYSE:STUB
HBM.TO,TSX:HBM
WH,NYSE:WH
FPE,ARCA:FPE
XBI,ARCA:XBI
FTT.TO,TSX:FTT
AIQ,NasdaqGM:AIQ
LRN,NYSE:LRN
FTSM,NasdaqGM:FTSM
BAI,ARCA:BAI
CRSP,NasdaqGM:CRSP
ORA,NYSE:ORA
GXO,NYSE:GXO
TFPM.TO,TSX:TFPM
UEC,NYSEAM:UEC
XBB.TO,TSX:XBB
TTMI,NasdaqGS:TTMI
AXTA,NYSE:AXTA
KBR,NYSE:KBR
CCCS,NasdaqGS:CCCS
URTH,ARCA:URTH
NXST,NasdaqGS:NXST
SANM,NasdaqGS:SANM
BXSL,NYSE:BXSL
VNT,NYSE:VNT
NUVL,NasdaqGS:NUVL
DFY.TO,TSX:DFY
ARTG.TO,TSXV:ARTG
GNTX,NasdaqGS:GNTX
BFAM,NYSE:BFAM
SOBO.TO,TSX:SOBO
PIPR,NYSE:PIPR
ESNT,NYSE:ESNT
ONEX.TO,TSX:ONEX
LOPE,NasdaqGS:LOPE
JMTG,ARCA:JMTG
S,NYSE:S
AXSM,NasdaqGM:AXSM
GLBE,NasdaqGS:GLBE
TXNM,NYSE:TXNM
TBIL,NasdaqGM:TBIL
TRNO,NYSE:TRNO
LTH,NYSE:LTH
RDNT,NasdaqGM:RDNT
OPEN,NasdaqGS:OPEN
VLY,NasdaqGS:VLY
BOND,NYSE:BOND
VFC,NYSE:VFC
RLI,NYSE:RLI
AG.TO,TSX:AG
ELD.TO,TSX:ELD
IDV,BATS:IDV
SPXL,ARCA:SPXL
EPRT,NYSE:EPRT
EWY,ARCA:EWY
BBIN,BATS:BBIN
RITM,NYSE:RITM
CGCP,ARCA:CGCP
BTC,ARCA:BTC
TCAF,ARCA:TCAF
FNB,NYSE:FNB
POST,NYSE:POST
CWST,NasdaqGS:CWST
VUSB,BATS:VUSB
FDL,ARCA:FDL
MAT,NasdaqGS:MAT
NGD.TO,TSX:NGD
BTSG,NasdaqGS:BTSG
TFX,NYSE:TFX
CIFR,NasdaqGS:CIFR
BLV,ARCA:BLV
VGRO.TO,TSX:VGRO
OZK,NasdaqGS:OZK
SCR.TO,TSX:SCR
VOOV,ARCA:VOOV
BBUS,BATS:BBUS
ARKB,BATS:ARKB
SPTS,ARCA:SPTS
SLM,NasdaqGS:SLM
THO,NYSE:THO
GPK,NYSE:GPK
ITRI,NasdaqGS:ITRI
EWZ,ARCA:EWZ
GBCI,NYSE:GBCI
SITE,NYSE:SITE
GPI,NYSE:GPI
ALK,NYSE:ALK
CZR,NasdaqGS:CZR
RHP,NYSE:RHP
NVDL,NasdaqGM:NVDL
TREX,NYSE:TREX
SWX,NYSE:SWX
IRTC,NasdaqGS:IRTC
CHRD,NasdaqGS:CHRD
MTN,NYSE:MTN
EAT,NYSE:EAT
MAIN,NYSE:MAIN
AIRR,NasdaqGM:AIRR
FROG,NasdaqGS:FROG
BRKR,NasdaqGS:BRKR
KBWB,NasdaqGM:KBWB
MTDR,NYSE:MTDR
HLNE,NasdaqGS:HLNE
VOX,ARCA:VOX
OSCR,NYSE:OSCR
MSGS,NYSE:MSGS
SPYI,BATS:SPYI
ESGE,NasdaqGM:ESGE
PCVX,NasdaqGS:PCVX
HOMB,NYSE:HOMB
ACIW,NasdaqGS:ACIW
LEA,NYSE:LEA
BBAX,BATS:BBAX
XLB,ARCA:XLB
U.UN.TO,TSX:U.UN
CORZ,NasdaqGS:CORZ
DFSV,ARCA:DFSV
WEX,NYSE:WEX
MTSR,NasdaqGS:MTSR
CACC,NasdaqGS:CACC
CAR,NasdaqGS:CAR
LMBS,NasdaqGM:LMBS
DLN,ARCA:DLN
ACT,NasdaqGS:ACT
BILL,NYSE:BILL
FELC,ARCA:FELC
WFG.TO,TSX:WFG
JPIE,ARCA:JPIE
SEE,NYSE:SEE
PI,NasdaqGS:PI
UFPI,NasdaqGS:UFPI
ESE,NYSE:ESE
BLCO,NYSE:BLCO
SMR,NYSE:SMR
TGTX,NasdaqCM:TGTX
DFSD,ARCA:DFSD
MRP,NYSE:MRP
ATGE,NYSE:ATGE
GSAT,NasdaqGS:GSAT
BBWI,NYSE:BBWI
SMBS,ARCA:SMBS
BMI,NYSE:BMI
TKR,NYSE:TKR
VSGX,BATS:VSGX
MTH,NYSE:MTH
KRYS,NasdaqGS:KRYS
HWC,NasdaqGS:HWC
GUNR,ARCA:GUNR
URA,ARCA:URA
EFAV,BATS:EFAV
FOUR,NYSE:FOUR
SNEX,NasdaqGS:SNEX
THRO,ARCA:THRO
XMHQ,ARCA:XMHQ
DIVO,ARCA:DIVO
STEP,NasdaqGS:STEP
UBSI,NasdaqGS:UBSI
ALGM,NasdaqGS:ALGM
BOOT,NYSE:BOOT
QQQI,NasdaqGM:QQQI
PTCT,NasdaqGS:PTCT
REYN,NasdaqGS:REYN
CAMT,NasdaqGM:CAMT
INGM,NYSE:INGM
MIR,NYSE:MIR
FRO,NYSE:FRO
HXL,NYSE:HXL
MMS,NYSE:MMS
MEG.TO,TSX:MEG
VIU.TO,TSX:VIU
BIPC,NYSE:BIPC
ALKS,NasdaqGS:ALKS
MSM,NYSE:MSM
BITB,ARCA:BITB
SHLD,ARCA:SHLD
OGC.TO,TSX:OGC
VWOB,NasdaqGM:VWOB
NOV,NYSE:NOV
AUB,NYSE:AUB
SIGI,NasdaqGS:SIGI
VPL,ARCA:VPL
FCN,NYSE:FCN
MC,NYSE:MC
GHC,NYSE:GHC
DPM.TO,TSX:DPM
CWAN,NYSE:CWAN
ABCB,NYSE:ABCB
HHH,NYSE:HHH
DAR,NYSE:DAR
KRC,NYSE:KRC
NXE.TO,TSX:NXE
MRCY,NasdaqGS:MRCY
GKOS,NYSE:GKOS
FTDR,NasdaqGS:FTDR
UPST,NasdaqGS:UPST
FLG,NYSE:FLG
RAL,NYSE:RAL
ARWR,NasdaqGS:ARWR
MMSI,NasdaqGS:MMSI
ABG,NYSE:ABG
CPA,NYSE:CPA
DSI,ARCA:DSI
FBCG,BATS:FBCG
SCHC,ARCA:SCHC
DOO.TO,TSX:DOO
OMFL,BATS:OMFL
CE,NYSE:CE
SJNK,ARCA:SJNK
WK,NYSE:WK
GRGD.TO,TSX:GRGD
M,NYSE:M
LAZ,NYSE:LAZ
KRG,NYSE:KRG
WULF,NasdaqCM:WULF
UPRO,ARCA:UPRO
SR,NYSE:SR
CUZ,NYSE:CUZ
ETHE,ARCA:ETHE
MCY,NYSE:MCY
ENPH,NasdaqGM:ENPH
AX,NYSE:AX
STNE,NasdaqGS:STNE
NPO,NYSE:NPO
DJT,NasdaqGM:DJT
GMIN.TO,TSX:GMIN
PKI.TO,TSX:PKI
CASH.TO,TSX:CASH
DORM,NasdaqGS:DORM
IAUM,ARCA:IAUM
IEP,NasdaqGS:IEP
CHH,NYSE:CHH
BCO,NYSE:BCO
OGS,NYSE:OGS
GVA,NYSE:GVA
FFIN,NasdaqGS:FFIN
FEZ,ARCA:FEZ
NE,NYSE:NE
SSRM.TO,TSX:SSRM
QLYS,NasdaqGS:QLYS
POR,NYSE:POR
GOLF,NYSE:GOLF
RDN,NYSE:RDN
NJR,NYSE:NJR
ACLX,NasdaqGS:ACLX
WFRD,NasdaqGS:WFRD
PL,NYSE:PL
JMST,BATS:JMST
BCPC,NasdaqGS:BCPC
CWB,ARCA:CWB
SCHK,ARCA:SCHK
NNI,NYSE:NNI
TMF,ARCA:TMF
DIHP,BATS:DIHP
WTM,NYSE:WTM
SAIC,NasdaqGS:SAIC
BDC,NYSE:BDC
EEMV,BATS:EEMV
FENI,ARCA:FENI
BOX,NYSE:BOX
PVAL,ARCA:PVAL
CNX,NYSE:CNX
XMMO,ARCA:XMMO
GSIE,ARCA:GSIE
MZTI,NasdaqGS:MZTI
CALF,BATS:CALF
CROX,NasdaqGS:CROX
KEX,NYSE:KEX
CAR.UN.TO,TSX:CAR.UN
VFLO,NasdaqGM:VFLO
ZETA,NYSE:ZETA
QUBT,NasdaqCM:QUBT
KTB,NYSE:KTB
SLGN,NYSE:SLGN
CNR,NYSE:CNR
NPI.TO,TSX:NPI
PAAA,ARCA:PAAA
MAC,NYSE:MAC
SPR,NYSE:SPR
CLBT,NasdaqGS:CLBT
VVV,NYSE:VVV
PDBC,NasdaqGM:PDBC
XAR,ARCA:XAR
TDS,NYSE:TDS
SHC,NasdaqGS:SHC
ACA,NYSE:ACA
EUFN,NasdaqGM:EUFN
ST,NYSE:ST
CVCO,NasdaqGS:CVCO
HESM,NYSE:HESM
PLUG,NasdaqCM:PLUG
ISTB,NasdaqGM:ISTB
FELG,ARCA:FELG
CALM,NasdaqGS:CALM
CLSK,NasdaqCM:CLSK
WHR,NYSE:WHR
OPCH,NasdaqGS:OPCH
JHMM,ARCA:JHMM
AQN.TO,TSX:AQN
BKLC,ARCA:BKLC
CSH.UN.TO,TSX:CSH.UN
SFBS,NYSE:SFBS
CRC,NYSE:CRC
AROC,NYSE:AROC
RUN,NasdaqGS:RUN
BRBR,NYSE:BRBR
SLAB,NasdaqGS:SLAB
BKH,NYSE:BKH
MGY,NYSE:MGY
AD,NYSE:AD
EPR,NYSE:EPR
VCTR,NasdaqGS:VCTR
COMP,NYSE:COMP
PJT,NYSE:PJT
NIQ,NYSE:NIQ
PSK.TO,TSX:PSK
BGC,NasdaqGS:BGC
SBRA,NasdaqGS:SBRA
MUR,NYSE:MUR
LAUR,NasdaqGS:LAUR
VAB.TO,TSX:VAB
BC,NYSE:BC
DFLV,ARCA:DFLV
AVT,NasdaqGS:AVT
CBCY,OTCPK:CBCY
SKY,NYSE:SKY
VSAT,NasdaqGS:VSAT
ENS,NYSE:ENS
TA.TO,TSX:TA
