ticker,original
MSTY,ARCA:MSTY
FELE,NasdaqGS:FELE
SON,NYSE:SON
IBOC,NasdaqGS:IBOC
KBH,NYSE:KBH
HRI,NYSE:HRI
CGXU,ARCA:CGXU
LSTR,NasdaqGS:LSTR
ASB,NYSE:ASB
JAVA,ARCA:JAVA
BSCQ,NasdaqGM:BSCQ
PECO,NasdaqGS:PECO
GBTG,NYSE:GBTG
HUT,NasdaqGS:HUT
OSIS,NasdaqGS:OSIS
QTWO,NYSE:QTWO
BANF,NasdaqGS:BANF
SLG,NYSE:SLG
IHI,ARCA:IHI
BBEU,BATS:BBEU
CSW,NYSE:CSW
NP,NYSE:NP
FG,NYSE:FG
FSK,NYSE:FSK
FSEC,ARCA:FSEC
USNL,OTCPK:USNL
BSCR,NasdaqGM:BSCR
EAGG,ARCA:EAGG
RYN,NYSE:RYN
SLYV,ARCA:SLYV
KYMR,NasdaqGM:KYMR
DLO,NasdaqGS:DLO
CGMU,ARCA:CGMU
TECL,ARCA:TECL
KNF,NYSE:KNF
BTDR,NasdaqCM:BTDR
RUSH.A,NasdaqGS:RUSH.A
ECG,NYSE:ECG
ACO.X.TO,TSX:ACO.X
NG.TO,TSX:NG
PAY,NYSE:PAY
RSPT,ARCA:RSPT
REI.UN.TO,TSX:REI.UN
MWA,NYSE:MWA
DFIS,BATS:DFIS
IYF,ARCA:IYF
SKYW,NasdaqGS:SKYW
PTGX,NasdaqGM:PTGX
SXT,NYSE:SXT
LMND,NYSE:LMND
FMC,NYSE:FMC
ISRP.F,OTCPK:ISRP.F
HNGE,NYSE:HNGE
LBTY.A,NasdaqGS:LBTY.A
TNL,NYSE:TNL
GLNG,NasdaqGS:GLNG
PVH,NYSE:PVH
ELF.TO,TSX:ELF
SPSC,NasdaqGS:SPSC
IXJ,ARCA:IXJ
DXJ,ARCA:DXJ
AGO,NYSE:AGO
FLY,NasdaqGM:FLY
CSAV.TO,TSX:CSAV
CBT,NYSE:CBT
VERX,NasdaqGM:VERX
INTR,NasdaqGS:INTR
ANF,NYSE:ANF
PGX,ARCA:PGX
NGEX.TO,TSX:NGEX
WSC,NasdaqCM:WSC
HYLB,ARCA:HYLB
TMDX,NasdaqGM:TMDX
RECS,ARCA:RECS
SIG,NYSE:SIG
GRID,NasdaqGM:GRID
REET,ARCA:REET
PLXS,NasdaqGS:PLXS
JMUB,BATS:JMUB
TOTL,ARCA:TOTL
MHO,NYSE:MHO
ALE,NYSE:ALE
SHAK,NYSE:SHAK
AC.TO,TSX:AC
BTU,NYSE:BTU
RH,NYSE:RH
CALX,NYSE:CALX
TCBI,NasdaqGS:TCBI
ZLB.TO,TSX:ZLB
EDV,ARCA:EDV
HGV,NYSE:HGV
SKT,NYSE:SKT
CRNX,NasdaqGS:CRNX
CNO,NYSE:CNO
BILS,ARCA:BILS
UCB,NYSE:UCB
FHI,NYSE:FHI
HWKN,NasdaqGS:HWKN
CXT,NYSE:CXT
EFR.TO,TSX:EFR
SNDR,NYSE:SNDR
IRT,NYSE:IRT
HASI,NYSE:HASI
DON,ARCA:DON
TDIV,NasdaqGM:TDIV
VRRM,NasdaqCM:VRRM
CRVL,NasdaqGS:CRVL
EMLC,ARCA:EMLC
NOVT,NasdaqGS:NOVT
CARG,NasdaqGS:CARG
HXS.TO,TSX:HXS
GVI,BATS:GVI
NHI,NYSE:NHI
TFSL,NasdaqGS:TFSL
FV,NasdaqGM:FV
SIL,ARCA:SIL
CVI,NYSE:CVI
VAL,NYSE:VAL
XT,NasdaqGM:XT
ZAIR.TX,MutualFund:ZAIR.TX
KXS.TO,TSX:KXS
KNG,BATS:KNG
COLD,NYSE:COLD
SSL.TO,TSX:SSL
PSMT,NasdaqGS:PSMT
DISV,BATS:DISV
MENS,NasdaqGM:MENS
DNP,NYSE:DNP
IYR,ARCA:IYR
AKRO,NasdaqGS:AKRO
USLM,NasdaqGS:USLM
GBDC,NasdaqGS:GBDC
ITGR,NYSE:ITGR
AAP,NYSE:AAP
BRC,NYSE:BRC
ACAD,NasdaqGS:ACAD
SUSA,ARCA:SUSA
CWK,NYSE:CWK
POWL,NasdaqGS:POWL
GNW,NYSE:GNW
VSP.TO,TSX:VSP
VTHR,NasdaqGM:VTHR
MIRM,NasdaqGM:MIRM
LNTH,NasdaqGM:LNTH
ATMU,NYSE:ATMU
TXG.TO,TSX:TXG
VIA,NYSE:VIA
KFY,NYSE:KFY
NEAR,BATS:NEAR
MIAX,NYSE:MIAX
KRE,ARCA:KRE
GFF,NYSE:GFF
AGX,NYSE:AGX
MDU,NYSE:MDU
EBC,NasdaqGS:EBC
PII,NYSE:PII
USMC,NasdaqGM:USMC
SRRK,NasdaqGS:SRRK
VNQI,NasdaqGM:VNQI
RIG,NYSE:RIG
SLYG,ARCA:SLYG
AMBA,NasdaqGS:AMBA
ASO,NasdaqGS:ASO
TENB,NasdaqGS:TENB
KAI,NYSE:KAI
IPGP,NasdaqGS:IPGP
BYD.TO,TSX:BYD
MNSH,OTCPK:MNSH
LGND,NasdaqGM:LGND
RRR,NasdaqGS:RRR
NWE,NasdaqGS:NWE
UTG,NYSEAM:UTG
ZMMK.TO,TSX:ZMMK
BNL,NYSE:BNL
PBF,NYSE:PBF
FIZZ,NasdaqGS:FIZZ
HYD,BATS:HYD
EOSE,NasdaqCM:EOSE
CWEN.A,NYSE:CWEN.A
CGBL,ARCA:CGBL
FBP,NYSE:FBP
SBET,NasdaqCM:SBET
NSIT,NasdaqGS:NSIT
TBBK,NasdaqGS:TBBK
HIW,NYSE:HIW
SHM,ARCA:SHM
CHP.UN.TO,TSX:CHP.UN
RNST,NYSE:RNST
PTON,NasdaqGS:PTON
ADMA,NasdaqGM:ADMA
COTY,NYSE:COTY
EEFT,NasdaqGS:EEFT
FIXD,NasdaqGM:FIXD
VDY.TO,TSX:VDY
BRSL,NYSE:BRSL
INDB,NasdaqGS:INDB
NVST,NYSE:NVST
FETH,BATS:FETH
PATK,NasdaqGS:PATK
NAMS,NasdaqGM:NAMS
TEX,NYSE:TEX
CGDG,ARCA:CGDG
OS,NasdaqGS:OS
HOG,NYSE:HOG
RHI,NYSE:RHI
COMM,NasdaqGS:COMM
JBND,NYSE:JBND
GRT.UN.TO,TSX:GRT.UN
ETOR,NasdaqGS:ETOR
PTLC,BATS:PTLC
HELO,ARCA:HELO
SEB,NYSEAM:SEB
XSEM.TO,TSX:XSEM
ODD,NasdaqGM:ODD
DOCN,NYSE:DOCN
WGS,NasdaqGS:WGS
VSEC,NasdaqGS:VSEC
IMTM,ARCA:IMTM
EXPO,NasdaqGS:EXPO
CMF,ARCA:CMF
GNR,ARCA:GNR
QURE,NasdaqGS:QURE
ZHGI.DX,MutualFund:ZHGI.DX
EMLP,ARCA:EMLP
CGMS,ARCA:CGMS
TR,NYSE:TR
HCC,NYSE:HCC
AHL,NYSE:AHL
GRBK,NYSE:GRBK
ULTY,ARCA:ULTY
NEA,NYSE:NEA
MAGS,BATS:MAGS
IBDR,ARCA:IBDR
SBIL,ARCA:SBIL
IBDS,ARCA:IBDS
CNS,NYSE:CNS
HAYW,NYSE:HAYW
FIBK,NasdaqGS:FIBK
OLA.TO,TSX:OLA
OTTR,NasdaqGS:OTTR
VKTX,NasdaqCM:VKTX
FULT,NasdaqGS:FULT
SMG,NYSE:SMG
CATY,NasdaqGS:CATY
MPW,NYSE:MPW
ETHU,BATS:ETHU
DGNX,NasdaqCM:DGNX
HXT.TO,TSX:HXT
GTM,NasdaqGS:GTM
TFI,ARCA:TFI
PZA,ARCA:PZA
RELY,NasdaqGS:RELY
ITB,BATS:ITB
ZEB.TO,TSX:ZEB
HTGC,NYSE:HTGC
VC,NasdaqGS:VC
FRSH,NasdaqGS:FRSH
ZST.TO,TSX:ZST
TPC,NYSE:TPC
ALHC,NasdaqGS:ALHC
ETH,ARCA:ETH
PCH,NasdaqGS:PCH
ACWV,BATS:ACWV
ARX,NYSE:ARX
EAGL,ARCA:EAGL
WNS,NYSE:WNS
LNR.TO,TSX:LNR
PRM,NYSE:PRM
LVHI,BATS:LVHI
SQQQ,NasdaqGM:SQQQ
AMRX,NasdaqGS:AMRX
GPOR,NYSE:GPOR
EVTR,NYSE:EVTR
CDP,NYSE:CDP
AZZ,NYSE:AZZ
NLR,ARCA:NLR
ONDS,NasdaqCM:ONDS
TGNA,NYSE:TGNA
AAXJ,NasdaqGM:AAXJ
EWC,ARCA:EWC
SES.TO,TSX:SES
CIVI,NYSE:CIVI
DEM,ARCA:DEM
INTA,NasdaqGS:INTA
SKYY,NasdaqGM:SKYY
ASAN,NYSE:ASAN
USCA,ARCA:USCA
CPK,NYSE:CPK
NMRK,NasdaqGS:NMRK
IMCG,ARCA:IMCG
SJ.TO,TSX:SJ
TNET,NYSE:TNET
FUL,NYSE:FUL
CNK,NYSE:CNK
AVPT,NasdaqGS:AVPT
SPHD,ARCA:SPHD
PLBL,NasdaqGM:PLBL
WRBY,NYSE:WRBY
QUU.TO,TSX:QUU
MDA.TO,TSX:MDA
BL,NasdaqGS:BL
BXMT,NYSE:BXMT
MATX,NYSE:MATX
USRT,ARCA:USRT
KMPR,NYSE:KMPR
IBDT,ARCA:IBDT
BRZE,NasdaqGS:BRZE
VBIL,NasdaqGM:VBIL
HTFL,NasdaqGS:HTFL
WSBC,NasdaqGS:WSBC
PBH,NYSE:PBH
SLNO,NasdaqCM:SLNO
FBK,NYSE:FBK
UNF,NYSE:UNF
ANGL,NasdaqGM:ANGL
PLMR,NasdaqGS:PLMR
SIVR,ARCA:SIVR
ZCS.TO,TSX:ZCS
TGLS,NYSE:TGLS
CBU,NYSE:CBU
IFRA,BATS:IFRA
BOTZ,NasdaqGM:BOTZ
MYRG,NasdaqGS:MYRG
PRGO,NYSE:PRGO
APAM,NYSE:APAM
CGCB,ARCA:CGCB
CSQ,NasdaqGS:CSQ
KNT.TO,TSX:KNT
PBH.TO,TSX:PBH
XYLD,ARCA:XYLD
FHB,NasdaqGS:FHB
ILCG,ARCA:ILCG
GEI.TO,TSX:GEI
VIOO,ARCA:VIOO
FORM,NasdaqGS:FORM
XENE,NasdaqGM:XENE
YOU,NYSE:YOU
FNDC,ARCA:FNDC
PRKS,NYSE:PRKS
NCNO,NasdaqGS:NCNO
CGON,NasdaqGS:CGON
OUT,NYSE:OUT
IPAR,NasdaqGS:IPAR
BHF,NasdaqGS:BHF
TPH,NYSE:TPH
BITO,ARCA:BITO
NFRA,ARCA:NFRA
PFLE.X,MutualFund:PFLE.X
ICVT,BATS:ICVT
MGEE,NasdaqGS:MGEE
WSFS,NasdaqGS:WSFS
AUGO,NasdaqGS:AUGO
FCR.UN.TO,TSX:FCR.UN
KAR,NYSE:KAR
ICUI,NasdaqGS:ICUI
TMC,NasdaqGS:TMC
CBZ,NYSE:CBZ
UCON,ARCA:UCON
BLKB,NasdaqGS:BLKB
APLS,NasdaqGS:APLS
CNXC,NasdaqGS:CNXC
TBBB,NYSE:TBBB
RARE,NasdaqGS:RARE
AVNT,NYSE:AVNT
AVA,NYSE:AVA
GRNY,ARCA:GRNY
ALTB,OTCPK:ALTB
KGS,NYSE:KGS
MX.TO,TSX:MX
SM,NYSE:SM
IBDU,ARCA:IBDU
PRVA,NasdaqGS:PRVA
ZUE.TO,TSX:ZUE
LRGF,ARCA:LRGF
OLN,NYSE:OLN
MLYS,NasdaqGS:MLYS
GSY,ARCA:GSY
TTAM,NYSE:TTAM
IMVT,NasdaqGS:IMVT
XQQ.TO,TSX:XQQ
MCHB,NasdaqGS:MCHB
IYH,ARCA:IYH
COPX,ARCA:COPX
AGYS,NasdaqGS:AGYS
JPLD,BATS:JPLD
GEF,NYSE:GEF
BSCP,NasdaqGM:BSCP
COLM,NasdaqGS:COLM
VBAL.TO,TSX:VBAL
CAAP,NYSE:CAAP
QTEC,NasdaqGM:QTEC
LIVN,NasdaqGS:LIVN
SEZL,NasdaqCM:SEZL
GEMI,NasdaqGS:GEMI
DSV.TO,TSX:DSV
RNW,NasdaqGS:RNW
NATL,NYSE:NATL
TPU.TO,TSX:TPU
XME,ARCA:XME
RUM,NasdaqGM:RUM
BCC,NYSE:BCC
AIR,NYSE:AIR
TPZ.TO,TSX:TPZ
TTP.TO,TSX:TTP
INDV,NasdaqGS:INDV
MGNI,NasdaqGS:MGNI
BKE,NYSE:BKE
BKU,NYSE:BKU
XUU.TO,TSX:XUU
IVOO,ARCA:IVOO
IWX,ARCA:IWX
AEO,NYSE:AEO
OGN,NYSE:OGN
WD,NYSE:WD
TIC,NYSE:TIC
JOE,NYSE:JOE
KNSA,NasdaqGS:KNSA
ABM,NYSE:ABM
GENI,NYSE:GENI
NMIH,NasdaqGM:NMIH
YETI,NYSE:YETI
VIRT,NYSE:VIRT
GSUS,BATS:GSUS
EWU,ARCA:EWU
MGRC,NasdaqGS:MGRC
ENVA,NYSE:ENVA
BSCS,NasdaqGM:BSCS
VIAV,NasdaqGS:VIAV
VCYT,NasdaqGM:VCYT
APLE,NYSE:APLE
AOR,ARCA:AOR
CQQQ,ARCA:CQQQ
NUGO,ARCA:NUGO
VAW,ARCA:VAW
CRT.UN.TO,TSX:CRT.UN
EXG,NYSE:EXG
BITX,BATS:BITX
EPI,ARCA:EPI
SFNC,NasdaqGS:SFNC
GEO,NYSE:GEO
DFGR,ARCA:DFGR
EIF.TO,TSX:EIF
MFI.TO,TSX:MFI
SRU.UN.TO,TSX:SRU.UN
CENX,NasdaqGS:CENX
FLO,NYSE:FLO
IAC,NasdaqGS:IAC
WOR,NYSE:WOR
LXP,NYSE:LXP
VNLA,ARCA:VNLA
CAKE,NasdaqGS:CAKE
IBDQ,ARCA:IBDQ
XGRO.TO,TSX:XGRO
TARS,NasdaqGS:TARS
ACLS,NasdaqGS:ACLS
FLCB,ARCA:FLCB
JTEK,NasdaqGM:JTEK
KYIV,NasdaqGS:KYIV
DAVE,NasdaqGM:DAVE
FA,NasdaqGS:FA
FVI.TO,TSX:FVI
NICH.X,MutualFund:NICH.X
PAGS,NYSE:PAGS
RXO,NYSE:RXO
IVLU,ARCA:IVLU
AWR,NYSE:AWR
PEY.TO,TSX:PEY
HYMB,ARCA:HYMB
GTX,NasdaqGS:GTX
GRND,NYSE:GRND
NAD,NYSE:NAD
EXTR,NasdaqGS:EXTR
SUPN,NasdaqGM:SUPN
CWT,NYSE:CWT
ADX,NYSE:ADX
SYNA,NasdaqGS:SYNA
BANC,NYSE:BANC
TNA,ARCA:TNA
SGRY,NasdaqGS:SGRY
FLRN,ARCA:FLRN
INTF,ARCA:INTF
SBCF,NasdaqGS:SBCF
SPGP,ARCA:SPGP
INOD,NasdaqGM:INOD
AMSC,NasdaqGS:AMSC
IYY,ARCA:IYY
PENN,NasdaqGS:PENN
ACMR,NasdaqGM:ACMR
QTUM,NasdaqGM:QTUM
BBAI,NYSE:BBAI
CON,NYSE:CON
BB.TO,TSX:BB
STNG,NYSE:STNG
GLOB,NYSE:GLOB
SILJ,ARCA:SILJ
KOMP,ARCA:KOMP
MANU,NYSE:MANU
AI,NYSE:AI
MLPX,ARCA:MLPX
TDW,NYSE:TDW
ZGN,NYSE:ZGN
REVG,NYSE:REVG
SMNR,OTCPK:SMNR
XRAY,NasdaqGS:XRAY
USCL,NasdaqGM:USCL
ATS.TO,TSX:ATS
WDFC,NasdaqGS:WDFC
FAS,ARCA:FAS
JPC,NYSE:JPC
BATR.K,NasdaqGS:BATR.K
PROC.F,OTCPK:PROC.F
AOA,ARCA:AOA
PTY,NYSE:PTY
PMIF.TO,TSX:PMIF
NVG,NYSE:NVG
AKR,NYSE:AKR
XMTR,NasdaqGS:XMTR
CVBF,NasdaqGS:CVBF
CLVT,NYSE:CLVT
DAN,NYSE:DAN
BUR,NYSE:BUR
FHLC,ARCA:FHLC
IGLB,ARCA:IGLB
FRPT,NasdaqGM:FRPT
ALRM,NasdaqGS:ALRM
ALVO,NasdaqGM:ALVO
SAH,NYSE:SAH
DIR.UN.TO,TSX:DIR.UN
BFH,NYSE:BFH
PRFZ,NasdaqGM:PRFZ
TPE.TO,TSX:TPE
PRK,NYSEAM:PRK
QLTY,ARCA:QLTY
DEI,NYSE:DEI
TEC.TO,TSX:TEC
WU,NYSE:WU
CDTX,NasdaqCM:CDTX
BOH,NYSE:BOH
SXI,NYSE:SXI
EQB.TO,TSX:EQB
MTRN,NYSE:MTRN
WHD,NYSE:WHD
UITB,NasdaqGM:UITB
PFS,NYSE:PFS
DRVN,NasdaqGS:DRVN
TDTT,ARCA:TDTT
FLTR,ARCA:FLTR
CPRI,NYSE:CPRI
ALKT,NasdaqGS:ALKT
TOWN,NasdaqGS:TOWN
CPRX,NasdaqCM:CPRX
ARKW,BATS:ARKW
COWG,NasdaqGM:COWG
ZFL.TO,TSX:ZFL
RNG,NYSE:RNG
FCPT,NYSE:FCPT
BEAM,NasdaqGS:BEAM
FESM,ARCA:FESM
USAR,NasdaqGM:USAR
FOLD,NasdaqGM:FOLD
UE,NYSE:UE
DML.TO,TSX:DML
HCI,NYSE:HCI
PTRN,NasdaqGS:PTRN
ACHC,NasdaqGS:ACHC
ZWB.TO,TSX:ZWB
SHOO,NasdaqGS:SHOO
GCOW,BATS:GCOW
FFBC,NasdaqGS:FFBC
ZIPT.MX,MutualFund:ZIPT.MX
SMPL,NasdaqCM:SMPL
CURB,NYSE:CURB
BHC,NYSE:BHC
DXC,NYSE:DXC
SEA.TO,TSX:SEA
ETY,NYSE:ETY
MDYV,ARCA:MDYV
HG,NYSE:HG
UNFI,NYSE:UNFI
DFH,NYSE:DFH
PCT,NasdaqCM:PCT
FELV,ARCA:FELV
SMLF,ARCA:SMLF
DIOD,NasdaqGS:DIOD
OII,NYSE:OII
HBI,NYSE:HBI
GOF,NYSE:GOF
FLIN,ARCA:FLIN
MDYG,ARCA:MDYG
HAE,NYSE:HAE
NOG,NYSE:NOG
BEI.UN.TO,TSX:BEI.UN
XAW.TO,TSX:XAW
PLWN,OTCPK:PLWN
IDYA,NasdaqGS:IDYA
FUN,NYSE:FUN
SAM,NYSE:SAM
COCO,NasdaqGS:COCO
NZF,NYSE:NZF
FNCL,ARCA:FNCL
CC,NYSE:CC
KLMN,ARCA:KLMN
HURN,NasdaqGS:HURN
FTSL,NasdaqGM:FTSL
FLJP,ARCA:FLJP
SPNS,NasdaqGS:SPNS
GDV,NYSE:GDV
IBRX,NasdaqGS:IBRX
SCMB,ARCA:SCMB
RXRX,NasdaqGS:RXRX
SPYX,ARCA:SPYX
ABR,NYSE:ABR
TRMK,NasdaqGS:TRMK
ARQT,NasdaqGS:ARQT
WDO.TO,TSX:WDO
UTF,NYSE:UTF
BBUC,NYSE:BBUC
PRDO,NasdaqGS:PRDO
VAC,NYSE:VAC
HBB.TO,TSX:HBB
ZIC.TO,TSX:ZIC
KNTK,NYSE:KNTK
POU.TO,TSX:POU
ATH.TO,TSX:ATH
GRAL,NasdaqGS:GRAL
WAFD,NasdaqGS:WAFD
PFFD,ARCA:PFFD
IRON,NasdaqGM:IRON
XGD.TO,TSX:XGD
SECT,BATS:SECT
WBTN,NasdaqGS:WBTN
AGIO,NasdaqGS:AGIO
SLQD,NasdaqGM:SLQD
FIH.U.TO,TSX:FIH.U
PPTA.TO,TSX:PPTA
RING,NasdaqGM:RING
ENVX,NasdaqGS:ENVX
AMBP,NYSE:AMBP
XSB.TO,TSX:XSB
BSCT,NasdaqGM:BSCT
HACK,ARCA:HACK
APGE,NasdaqGM:APGE
VSCO,NYSE:VSCO
KWR,NYSE:KWR
ASHR,ARCA:ASHR
INSW,NYSE:INSW
ALG,NYSE:ALG
NSA,NYSE:NSA
PSA.TO,TSX:PSA
FNGU,ARCA:FNGU
IHDG,ARCA:IHDG
CURA.TO,TSX:CURA
CG.TO,TSX:CG
PINC,NasdaqGS:PINC
ZMU.TO,TSX:ZMU
CRGY,NYSE:CRGY
PABU,NasdaqGM:PABU
HP,NYSE:HP
MQ,NasdaqGS:MQ
UPWK,NasdaqGS:UPWK
MH,NYSE:MH
LCII,NYSE:LCII
EYE,NasdaqGS:EYE
PAX,NasdaqGS:PAX
PHO,NasdaqGM:PHO
METC,NasdaqGS:METC
VRP,ARCA:VRP
TRN,NYSE:TRN
SPHR,NYSE:SPHR
INSP,NYSE:INSP
CHEF,NasdaqGS:CHEF
NWL,NasdaqGS:NWL
IHS,NYSE:IHS
DNLI,NasdaqGS:DNLI
NVA.TO,TSX:NVA
MUNI,ARCA:MUNI
PGY,NasdaqCM:PGY
FXO,ARCA:FXO
FTGC,NasdaqGM:FTGC
EDR.TO,TSX:EDR
IEV,ARCA:IEV
CGHM,ARCA:CGHM
EPAC,NYSE:EPAC
ASH,NYSE:ASH
XDIV.TO,TSX:XDIV
APPN,NasdaqGM:APPN
ERO.TO,TSX:ERO
BANR,NasdaqGS:BANR
PK,NYSE:PK
VEE.TO,TSX:VEE
AMR,NYSE:AMR
SRPT,NasdaqGS:SRPT
EWW,ARCA:EWW
TBLL,ARCA:TBLL
PAYO,NasdaqGM:PAYO
HIMU,BATS:HIMU
GT,NasdaqGS:GT
PHIN,NYSE:PHIN
ETNB,NasdaqGM:ETNB
COGT,NasdaqGS:COGT
VICR,NasdaqGS:VICR
AP.UN.TO,TSX:AP.UN
TVTX,NasdaqGM:TVTX
HODL,BATS:HODL
FRME,NasdaqGS:FRME
TVK.TO,TSX:TVK
LAC.TO,TSX:LAC
VSH,NYSE:VSH
ADPT,NasdaqGS:ADPT
HR.UN.TO,TSX:HR.UN
DBRG,NYSE:DBRG
CUBI,NYSE:CUBI
TVE.TO,TSX:TVE
CWI,ARCA:CWI
PXF,ARCA:PXF
CMPO,NYSE:CMPO
NBTB,NasdaqGS:NBTB
SII.TO,TSX:SII
IVT,NYSE:IVT
SPNT,NYSE:SPNT
DCOR,ARCA:DCOR
FBNC,NasdaqGS:FBNC
EBND,ARCA:EBND
ACIO,BATS:ACIO
POWI,NasdaqGS:POWI
MSGE,NYSE:MSGE
IBDV,ARCA:IBDV
CSTM,NYSE:CSTM
SNPE,ARCA:SNPE
ATKR,NYSE:ATKR
HNI,NYSE:HNI
SEDG,NasdaqGS:SEDG
MRX,NasdaqGS:MRX
OSW,NasdaqCM:OSW
RDVI,BATS:RDVI
LFST,NasdaqGS:LFST
CELC,NasdaqCM:CELC
NTLA,NasdaqGM:NTLA
PTEN,NasdaqGS:PTEN
UAA,NYSE:UAA
DBD,NYSE:DBD
WLY,NYSE:WLY
ASGN,NYSE:ASGN
IBTG,NasdaqGM:IBTG
EFSC,NasdaqGS:EFSC
PSIX,NasdaqCM:PSIX
PACS,NYSE:PACS
HDEF,ARCA:HDEF
CXW,NYSE:CXW
NSCB.TO,TSX:NSCB
OUNZ,ARCA:OUNZ
APUE,ARCA:APUE
XSOE,ARCA:XSOE
FUTY,ARCA:FUTY
SBLK,NasdaqGS:SBLK
KLIC,NasdaqGS:KLIC
TSLX,NYSE:TSLX
AAUC.TO,TSX:AAUC
ADNT,NYSE:ADNT
CERT,NasdaqGS:CERT
GUSA,ARCA:GUSA
TDC,NYSE:TDC
HUBG,NasdaqGS:HUBG
LBRT,NYSE:LBRT
SMTH,ARCA:SMTH
HTH,NYSE:HTH
EWG,ARCA:EWG
ADUS,NasdaqGS:ADUS
EVTC,NYSE:EVTC
CLM,NYSEAM:CLM
BLX.TO,TSX:BLX
JPHY,BATS:JPHY
QCN.TO,TSX:QCN
EIT.UN.TO,TSX:EIT.UN
KYN,NYSE:KYN
BDYN,NasdaqGM:BDYN
JMEE,ARCA:JMEE
AVDX,NasdaqGS:AVDX
XEC.TO,TSX:XEC
ATEC,NasdaqGS:ATEC
KN,NYSE:KN
FN.TO,TSX:FN
SVV,NYSE:SVV
BUSE,NasdaqGS:BUSE
HTRB,ARCA:HTRB
WWW,NYSE:WWW
SONO,NasdaqGS:SONO
CRR.UN.TO,TSX:CRR.UN
BWIN,NasdaqGS:BWIN
NUBF.TO,TSX:NUBF
QGRO,ARCA:QGRO
SYBT,NasdaqGS:SYBT
ORBS,NasdaqCM:ORBS
XHLF,ARCA:XHLF
RZLV,NasdaqGM:RZLV
ESML,BATS:ESML
TSPA,ARCA:TSPA
QDEL,NasdaqGS:QDEL
MFH,NasdaqCM:MFH
ARIS.TO,TSX:ARIS
BKV,NYSE:BKV
STC,NYSE:STC
ITM,BATS:ITM
STRA,NasdaqGS:STRA
BBT,NYSE:BBT
SUPX,NasdaqCM:SUPX
FTLS,ARCA:FTLS
SKE.TO,TSX:SKE
ARDT,NYSE:ARDT
NGVT,NYSE:NGVT
YELP,NYSE:YELP
PPLT,ARCA:PPLT
BKAG,ARCA:BKAG
PRCT,NasdaqGM:PRCT
AAAU,BATS:AAAU
